Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Impact of Development and Accommodation Practices on Older Workers' Job Characteristics, Prolonged Fatigue, Work Engagement, and Retirement Intentions Over Time.",/pubmed/27580227,"Stynen D, Jansen NW, Slangen JJ, Kant I.",J Occup Environ Med. 2016 Nov;58(11):1055-1065.,J Occup Environ Med.  2016,PubMed,citation,PMID:27580227,pubmed,27580227,create date:2016/09/01 | first author:Stynen D
Interpretation of Hospital Nurse Fatigue Using Latent Profile Analysis.,/pubmed/27490883,"Drake DA, Steege LM.",ANS Adv Nurs Sci. 2016 Jul-Sep;39(3):E1-E16. doi: 10.1097/ANS.0000000000000130.,ANS Adv Nurs Sci.  2016,PubMed,citation,PMID:27490883,pubmed,27490883,create date:2016/08/05 | first author:Drake DA
Fatigue as it Affects Nursing.,/pubmed/27466935,[No authors listed],Am J Nurs. 2016 Aug;116(8):66-9. doi: 10.1097/01.NAJ.0000490185.23217.2e.,Am J Nurs.  2016,PubMed,citation,PMID:27466935,pubmed,27466935,create date:2016/07/29
Health Care Worker Fatigue.,/pubmed/27466932,"Gardner LA, Dubeck D.",Am J Nurs. 2016 Aug;116(8):58-62. doi: 10.1097/01.NAJ.0000490182.21432.85.,Am J Nurs.  2016,PubMed,citation,PMID:27466932,pubmed,27466932,create date:2016/07/29 | first author:Gardner LA
A study into psychosocial factors as predictors of work-related fatigue.,/pubmed/27409786,"Rahman HA, Abdul-Mumin K, Naing L.",Br J Nurs. 2016 Jul 14;25(13):757-63. doi: 10.12968/bjon.2016.25.13.757.,Br J Nurs.  2016,PubMed,citation,PMID:27409786,pubmed,27409786,create date:2016/07/15 | first author:Rahman HA
Effects of yogic eye exercises on eye fatigue in undergraduate nursing students.,/pubmed/27390422,Kim SD.,J Phys Ther Sci. 2016 Jun;28(6):1813-5. doi: 10.1589/jpts.28.1813. Epub 2016 Jun 28.,J Phys Ther Sci.  2016,PubMed,citation,PMID:27390422 | PMCID:PMC4932063,pubmed,27390422,create date:2016/07/09 | first author:Kim SD
"Effects of a dynamic chair on pelvic mobility, fatigue, and work efficiency during work performed while sitting: a comparison of dynamic sitting and static sitting.",/pubmed/27390410,"Tanoue H, Mitsuhashi T, Sako S, Goto R, Nakai T, Inaba R.",J Phys Ther Sci. 2016 Jun;28(6):1759-63. doi: 10.1589/jpts.28.1759. Epub 2016 Jun 28.,J Phys Ther Sci.  2016,PubMed,citation,PMID:27390410 | PMCID:PMC4932051,pubmed,27390410,create date:2016/07/09 | first author:Tanoue H
Relation between Multiple Markers of Work-Related Fatigue.,/pubmed/27340599,"Völker I, Kirchner C, Bock OL.",Saf Health Work. 2016 Jun;7(2):124-9. doi: 10.1016/j.shaw.2015.11.003. Epub 2015 Dec 1.,Saf Health Work.  2016,PubMed,citation,PMID:27340599 | PMCID:PMC4909850,pubmed,27340599,create date:2016/06/25 | first author:Völker I
Low-Cost Wearable for Fatigue and Back-Stress Measurement in Nursing.,/pubmed/27332225,"Baquapuri HI, Wajdan A, Kutafina E, Misgeld B, Jonas SM.",Stud Health Technol Inform. 2016;225:372-6.,Stud Health Technol Inform.  2016,PubMed,citation,PMID:27332225,pubmed,27332225,create date:2016/06/23 | first author:Baquapuri HI
Construction and validation of the fatigue impact and severity self-assessment for youth and young adults with cerebral palsy.,/pubmed/27315589,"Brunton LK, Bartlett DJ.",Dev Neurorehabil. 2017 Jul;20(5):274-279. doi: 10.1080/17518423.2016.1189974. Epub 2016 Jun 17.,Dev Neurorehabil.  2017,PubMed,citation,PMID:27315589,pubmed,27315589,create date:2016/06/18 | first author:Brunton LK
"Study of fatigue, depression, and associated factors in type 2 diabetes mellitus in industrial workers.",/pubmed/27212824,"Jain A, Sharma R, Choudhary PK, Yadav N, Jain G, Maanju M.",Ind Psychiatry J. 2015 Jul-Dec;24(2):179-84. doi: 10.4103/0972-6748.181731.,Ind Psychiatry J.  2015,PubMed,citation,PMID:27212824 | PMCID:PMC4866347,pubmed,27212824,create date:2016/05/24 | first author:Jain A
Fatigue analysis of computer-aided design/computer-aided manufacturing resin-based composite vs. lithium disilicate glass-ceramic.,/pubmed/27203408,"Ankyu S, Nakamura K, Harada A, Hong G, Kanno T, Niwano Y, Örtengren U, Egusa H.",Eur J Oral Sci. 2016 Aug;124(4):387-95. doi: 10.1111/eos.12278. Epub 2016 May 20.,Eur J Oral Sci.  2016,PubMed,citation,PMID:27203408,pubmed,27203408,create date:2016/05/21 | first author:Ankyu S
The effectiveness of a self-management occupational therapy intervention on activity performance in individuals with multiple sclerosis-related fatigue: a randomized-controlled trial.,/pubmed/27182847,"Kos D, Duportail M, Meirte J, Meeus M, D'hooghe MB, Nagels G, Willekens B, Meurrens T, Ilsbroukx S, Nijs J.",Int J Rehabil Res. 2016 Sep;39(3):255-62. doi: 10.1097/MRR.0000000000000178.,Int J Rehabil Res.  2016,PubMed,citation,PMID:27182847,pubmed,27182847,create date:2016/05/18 | first author:Kos D
Comparison of Cyclic Fatigue Resistance of Five Nickel Titanium Rotary File Systems with Different Manufacturing Techniques.,/pubmed/27148374,"Aminsobhani M, Meraji N, Sadri E.",J Dent (Tehran). 2015 Sep;12(9):636-46.,J Dent (Tehran).  2015,PubMed,citation,PMID:27148374 | PMCID:PMC4854742,pubmed,27148374,create date:2016/05/06 | first author:Aminsobhani M
Is rotating between static and dynamic work beneficial for our fatigue state?,/pubmed/27101392,"Luger T, Bosch T, Hoozemans MJ, Veeger DH, de Looze MP.",J Electromyogr Kinesiol. 2016 Jun;28:104-13. doi: 10.1016/j.jelekin.2016.04.001. Epub 2016 Apr 12.,J Electromyogr Kinesiol.  2016,PubMed,citation,PMID:27101392,pubmed,27101392,create date:2016/04/22 | first author:Luger T
Internal Oblique and Transversus Abdominis Muscle Fatigue Induced by Slumped Sitting Posture after 1 Hour of Sitting in Office Workers.,/pubmed/27014491,"Waongenngarm P, Rajaratnam BS, Janwantanakul P.",Saf Health Work. 2016 Mar;7(1):49-54. doi: 10.1016/j.shaw.2015.08.001. Epub 2015 Aug 21.,Saf Health Work.  2016,PubMed,citation,PMID:27014491 | PMCID:PMC4792914,pubmed,27014491,create date:2016/03/26 | first author:Waongenngarm P
Addressing Occupational Fatigue in Nurses: A Risk Management Model for Nurse Executives.,/pubmed/27011153,"Steege LM, Pinekenstein B.",J Nurs Adm. 2016 Apr;46(4):193-200. doi: 10.1097/NNA.0000000000000325.,J Nurs Adm.  2016,PubMed,citation,PMID:27011153,pubmed,27011153,create date:2016/03/25 | first author:Steege LM
The Total Work Measured During a High Intensity Isokinetic Fatigue Test Is Associated With Anaerobic Work Capacity.,/pubmed/26957935,"Bosquet L, Gouadec K, Berryman N, Duclos C, Gremeaux V, Croisier JL.",J Sports Sci Med. 2016 Feb 23;15(1):126-30. eCollection 2016 Mar.,J Sports Sci Med.  2016,PubMed,citation,PMID:26957935 | PMCID:PMC4763831,pubmed,26957935,create date:2016/03/10 | first author:Bosquet L
Body Sway as a Possible Indicator of Fatigue in Clerical Workers.,/pubmed/26929829,"Völker I, Kirchner C, Bock OL, Wascher E.",Saf Health Work. 2015 Sep;6(3):206-10. doi: 10.1016/j.shaw.2015.04.003. Epub 2015 May 11.,Saf Health Work.  2015,PubMed,citation,PMID:26929829 | PMCID:PMC4674495,pubmed,26929829,create date:2016/03/02 | first author:Völker I
Association between work ability and fatigue in Brazilian nursing workers.,/pubmed/26890725,"da Silva FJ, Felli VE, Martinez MC, Mininel VA, Ratier AP.",Work. 2015;53(1):225-32. doi: 10.3233/WOR-152241.,Work.  2015,PubMed,citation,PMID:26890725,pubmed,26890725,create date:2016/02/20 | first author:da Silva FJ
A macroergonomic perspective on fatigue and coping in the hospital nurse work system.,/pubmed/26851460,"Steege LM, Dykstra JG.",Appl Ergon. 2016 May;54:19-26. doi: 10.1016/j.apergo.2015.11.006. Epub 2015 Dec 10.,Appl Ergon.  2016,PubMed,citation,PMID:26851460,pubmed,26851460,create date:2016/02/07 | first author:Steege LM
Nurse Fatigue: Dangerous for Nurses and Patients.,/pubmed/26837108,"Bruner K, Onchonga V, Savage M, Stevens T.",Ky Nurse. 2015 Oct-Dec;63(4):13. No abstract available. ,Ky Nurse.  2015,PubMed,citation,PMID:26837108,pubmed,26837108,create date:2016/02/04 | first author:Bruner K
"More than just tired. Nurses, employers should work together to reduce fatigue, its effects.",/pubmed/26827413,Trossman S.,"Am Nurse. 2015 Jan-Feb;47(1):1, 6. No abstract available. ",Am Nurse.  2015,PubMed,citation,PMID:26827413,pubmed,26827413,create date:2016/02/02 | first author:Trossman S
Is it Worth the Risk? 12-Hour Shifts and Nurse Fatigue.,/pubmed/26731914,"Richards AM, Weathers DH, Barwari RH, Reith V.",Okla Nurse. 2015 Dec;60(4):16-7. No abstract available. ,Okla Nurse.  2015,PubMed,citation,PMID:26731914,pubmed,26731914,create date:2016/01/07 | first author:Richards AM
[Work fatigue in urban bus drivers].,/pubmed/26647985,"Makowiec-Dąbrowska T, Siedlecka J, Gadzicka E, Szyjkowska A, Dania M, Viebig P, Kosobudzki M, Bortkiewicz A.",Med Pr. 2015;66(5):661-77. doi: 10.13075/mp.5893.00242. Polish. ,Med Pr.  2015,PubMed,citation,PMID:26647985,pubmed,26647985,create date:2015/12/10 | first author:Makowiec-Dąbrowska T
"Correlations among occupational stress, fatigue, and depression in call center employees in Seoul.",/pubmed/26644672,"Kim YK, Cha NH.",J Phys Ther Sci. 2015 Oct;27(10):3191-4. doi: 10.1589/jpts.27.3191. Epub 2015 Oct 30.,J Phys Ther Sci.  2015,PubMed,citation,PMID:26644672 | PMCID:PMC4668163,pubmed,26644672,create date:2015/12/09 | first author:Kim YK
"The Influence of Work-Related Fatigue, Work Conditions, and Personal Characteristics on Intent to Leave Among New Nurses.",/pubmed/26641770,"Liu Y, Wu LM, Chou PL, Chen MH, Yang LC, Hsu HT.",J Nurs Scholarsh. 2016 Jan;48(1):66-73. doi: 10.1111/jnu.12181. Epub 2015 Dec 7.,J Nurs Scholarsh.  2016,PubMed,citation,PMID:26641770,pubmed,26641770,create date:2015/12/08 | first author:Liu Y
Investigation of the relationship between convenient visits and doctors' fatigue using burnout and work engagement scales.,/pubmed/26608045,"Matsumoto Y, Hoshiko M, Morimatsu Y, Mori M, Kushino N, Ishitake T.",Nihon Koshu Eisei Zasshi. 2015;62(9):556-65. doi: 10.11236/jph.62.9_556. Japanese. ,Nihon Koshu Eisei Zasshi.  2015,PubMed,citation,PMID:26608045,pubmed,26608045,create date:2015/11/27 | first author:Matsumoto Y
Effects of a supportive educational nursing care programme on fatigue and quality of life in patients with heart failure: a randomised controlled trial.,/pubmed/26585292,"Wang TC, Huang JL, Ho WC, Chiou AF.",Eur J Cardiovasc Nurs. 2016 Apr;15(2):157-67. doi: 10.1177/1474515115618567. Epub 2015 Nov 19. Erratum in: Eur J Cardiovasc Nurs. 2016 Aug;15(5):380. ,Eur J Cardiovasc Nurs.  2016,PubMed,citation,PMID:26585292,pubmed,26585292,create date:2015/11/21 | first author:Wang TC
Nursing Fatigue: An Evidence-Based Practice Review for Oncology Nurses .,/pubmed/26583629,Ferris J.,Clin J Oncol Nurs. 2015 Dec;19(6):662-4. doi: 10.1188/15.CJON.662-664. Review.,Clin J Oncol Nurs.  2015,PubMed,citation,PMID:26583629,pubmed,26583629,create date:2015/11/20 | first author:Ferris J
"A 29-Year-Old Nurse With Fatigue, Anxiety, and Depression.",/pubmed/26576020,"Leavitt JA, Chen JJ, Salomao DR, Rhee JH.",J Neuroophthalmol. 2015 Dec;35(4):426-30. doi: 10.1097/WNO.0000000000000311. No abstract available. ,J Neuroophthalmol.  2015,PubMed,citation,PMID:26576020,pubmed,26576020,create date:2015/11/18 | first author:Leavitt JA
"[Operational fatigue: debriefing from Kapisa, Afghanistan].",/pubmed/26564493,"Houel JG, Vautier V, Gallineau C, Papillault des Charbonneries L, Clervoy P.",Soins Psychiatr. 2015 Nov-Dec;(301):41-4. doi: 10.1016/j.spsy.2015.09.010. Review. French. ,Soins Psychiatr.  2015,PubMed,citation,PMID:26564493,pubmed,26564493,create date:2015/11/14 | first author:Houel JG
Efficacy of an exercise intervention for employees with work-related fatigue: study protocol of a two-arm randomized controlled trial.,/pubmed/26563906,"de Vries JD, van Hooff ML, Geurts SA, Kompier MA.",BMC Public Health. 2015 Nov 12;15:1117. doi: 10.1186/s12889-015-2434-6.,BMC Public Health.  2015,PubMed,citation,PMID:26563906 | PMCID:PMC4643541,pubmed,26563906,create date:2015/11/14 | first author:de Vries JD
"The Relationship of On-Call Work with Fatigue, Work-Home Interference, and Perceived Performance Difficulties.",/pubmed/26558276,"Ziebertz CM, van Hooff ML, Beckers DG, Hooftman WE, Kompier MA, Geurts SA.",Biomed Res Int. 2015;2015:643413. doi: 10.1155/2015/643413. Epub 2015 Oct 19.,Biomed Res Int.  2015,PubMed,citation,PMID:26558276 | PMCID:PMC4628979,pubmed,26558276,create date:2015/11/12 | first author:Ziebertz CM
Impact of Fatigue in Rheumatic Diseases in the Work Environment: A Qualitative Study.,/pubmed/26516896,"Connolly D, Fitzpatrick C, O'Toole L, Doran M, O'Shea F.",Int J Environ Res Public Health. 2015 Oct 28;12(11):13807-22. doi: 10.3390/ijerph121113807.,Int J Environ Res Public Health.  2015,PubMed,citation,PMID:26516896 | PMCID:PMC4661616,pubmed,26516896,create date:2015/11/01 | first author:Connolly D
[Correlation Between Job Characteristics and Occupational Fatigue in Nurses].,/pubmed/26507626,"Zhou CF, Fang JB.",Hu Li Za Zhi. 2015 Oct;62(5):41-50. doi: 10.6224/JN62.5.41. Chinese. ,Hu Li Za Zhi.  2015,PubMed,citation,PMID:26507626,pubmed,26507626,create date:2015/10/29 | first author:Zhou CF
"Work participation in adults with Marfan syndrome: Demographic characteristics, MFS related health symptoms, chronic pain, and fatigue.",/pubmed/26420568,"Velvin G, Bathen T, Rand-Hendriksen S, Geirdal AØ.",Am J Med Genet A. 2015 Dec;167A(12):3082-90. doi: 10.1002/ajmg.a.37370. Epub 2015 Sep 30.,Am J Med Genet A.  2015,PubMed,citation,PMID:26420568,pubmed,26420568,create date:2015/10/01 | first author:Velvin G
[The prevalence of low back pain in hospital staff and its relationship with chronic fatigue syndrome and occupational factors].,/pubmed/26356104,"Terzi R, Altın F.",Agri. 2015;27(3):149-54. doi: 10.5505/agri.2015.26121. Turkish. ,Agri.  2015,PubMed,citation,PMID:26356104,pubmed,26356104,create date:2015/09/12 | first author:Terzi R
Workers of CEASA: factors associated with fatigue and work ability.,/pubmed/26312517,"Masson VA, Monteiro MI, Vedovato TG.","Rev Bras Enferm. 2015 May-Jun;68(3):401-7, 460-6. doi: 10.1590/0034-7167.2015680312i. English, Portuguese. ",Rev Bras Enferm.  2015,PubMed,citation,PMID:26312517,pubmed,26312517,create date:2015/08/28 | first author:Masson VA
Altering Work to Rest Ratios Differentially Influences Fatigue Indices During Repeated Sprint Ability Testing.,/pubmed/26284681,"La Monica MB, Fukuda DH, Beyer KS, Hoffman MW, Miramonti AA, Riffe JJ, Baker KM, Fragala MS, Hoffman JR, Stout JR.",J Strength Cond Res. 2016 Feb;30(2):400-6. doi: 10.1519/JSC.0000000000001122.,J Strength Cond Res.  2016,PubMed,citation,PMID:26284681,pubmed,26284681,create date:2015/08/19 | first author:La Monica MB
Nursing Interventions for Poststroke Fatigue.,/pubmed/26265127,"Choi-Kwon S, Mitchell PH, Kim JS.",Stroke. 2015 Oct;46(10):e224-7. doi: 10.1161/STROKEAHA.115.009534. Epub 2015 Aug 11. Review. No abstract available. ,Stroke.  2015,PubMed,citation,PMID:26265127 | PMCID:PMC4589462,pubmed,26265127,create date:2015/08/13 | first author:Choi-Kwon S
Fatigue management in the workplace.,/pubmed/26257477,"Sadeghniiat-Haghighi K, Yazdi Z.",Ind Psychiatry J. 2015 Jan-Jun;24(1):12-7. doi: 10.4103/0972-6748.160915. Review.,Ind Psychiatry J.  2015,PubMed,citation,PMID:26257477 | PMCID:PMC4525425,pubmed,26257477,create date:2015/08/11 | first author:Sadeghniiat-Haghighi K
Adaptations to isolated shoulder fatigue during simulated repetitive work. Part I: Fatigue.,/pubmed/26208429,"Tse CT, McDonald AC, Keir PJ.",J Electromyogr Kinesiol. 2016 Aug;29:34-41. doi: 10.1016/j.jelekin.2015.07.003. Epub 2015 Jul 13.,J Electromyogr Kinesiol.  2016,PubMed,citation,PMID:26208429,pubmed,26208429,create date:2015/07/26 | first author:Tse CT
Occupational concerns regarding fatigue and other stressors.,/pubmed/26175497,Hartzler BM.,Occup Environ Med. 2015 Dec;72(12):828-9. doi: 10.1136/oemed-2015-102986. Epub 2015 Jul 14. No abstract available. ,Occup Environ Med.  2015,PubMed,citation,PMID:26175497,pubmed,26175497,create date:2015/07/16 | first author:Hartzler BM
Adaptations to isolated shoulder fatigue during simulated repetitive work. Part II: Recovery.,/pubmed/26076931,"McDonald AC, Tse CT, Keir PJ.",J Electromyogr Kinesiol. 2016 Aug;29:42-9. doi: 10.1016/j.jelekin.2015.05.005. Epub 2015 Jun 2.,J Electromyogr Kinesiol.  2016,PubMed,citation,PMID:26076931,pubmed,26076931,create date:2015/06/17 | first author:McDonald AC
Relationship between morningness-eveningness typology and cumulative fatigue or depression among Japanese male workers.,/pubmed/26051287,"Furusawa M, Okubo Y, Kuroda R, Umekage T, Nagashima S, Suwazono Y.",Ind Health. 2015;53(4):361-7. doi: 10.2486/indhealth.2013-0068. Epub 2015 Jun 6.,Ind Health.  2015,PubMed,citation,PMID:26051287 | PMCID:PMC4550802,pubmed,26051287,create date:2015/06/09 | first author:Furusawa M
Long-Term Muscle Fatigue After Standing Work.,/pubmed/26048874,"Garcia MG, Läubli T, Martin BJ.",Hum Factors. 2015 Nov;57(7):1162-73. doi: 10.1177/0018720815590293. Epub 2015 Jun 5.,Hum Factors.  2015,PubMed,citation,PMID:26048874,pubmed,26048874,create date:2015/06/07 | first author:Garcia MG
"Task variation during simulated, repetitive, low-intensity work--influence on manifestation of shoulder muscle fatigue, perceived discomfort and upper-body postures.",/pubmed/26046391,"Luger T, Bosch T, Hoozemans M, de Looze M, Veeger D.",Ergonomics. 2015;58(11):1851-67. doi: 10.1080/00140139.2015.1043356. Epub 2015 Jun 5.,Ergonomics.  2015,PubMed,citation,PMID:26046391,pubmed,26046391,create date:2015/06/06 | first author:Luger T
"Worktime control access, need and use in relation to work-home interference, fatigue, and job motivation.",/pubmed/26010748,"Nijp HH, Beckers DG, Kompier MA, van den Bossche SN, Geurts SA.",Scand J Work Environ Health. 2015 Jul;41(4):347-55. doi: 10.5271/sjweh.3504. Epub 2015 May 26.,Scand J Work Environ Health.  2015,PubMed,citation,PMID:26010748,pubmed,26010748,create date:2015/05/27 | first author:Nijp HH
Workplace fatigue among oncology nursing personnel.,/pubmed/26000588,"Magnan MA, Beaver C, Suchy S.",Clin J Oncol Nurs. 2015 Jun;19(3):370-2. doi: 10.1188/15.CJON.370-372.,Clin J Oncol Nurs.  2015,PubMed,citation,PMID:26000588,pubmed,26000588,create date:2015/05/23 | first author:Magnan MA
